record_id,record_date,year,month,developer_id,developer_name,developer_tier,project_name,emirate,locality,property_type,property_category,bedrooms,units_launched,launch_price_ppsf_aed,units_sold_pct,absorption_rate_units_pm,discount_offered_pct,payment_plan_offered,completion_status,possession_timeline_months,marketing_spend_estimate_aed,digital_ad_impressions,social_media_mentions,cityscape_presence,price_change_pct_mom,competitor_strength_score
COMP001672,2023-01-01,2023,1,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments DAMAC Hills Gardens,Dubai,DAMAC Hills,Apartment,Mid-Market,Studio,189,1508.29,55.8,21.1,6.01,Construction-Linked,Off-Plan,12,415146,59895,196,False,0.01,60.7
COMP001673,2023-01-01,2023,1,DEV0017,Object 1,Tier 3,Object 1 Al Reem Island Heights,Abu Dhabi,Al Reem Island,Apartment,Affordable,3BR,412,633.76,68.6,141.3,2.58,Deferred Payment,Ready,14,418429,2794,974,False,-1.14,53.2
COMP001674,2023-02-01,2023,2,DEV0017,Object 1,Tier 3,Object 1 Muwaileh Tower,Sharjah,Muwaileh,Apartment,Affordable,1BR,296,668.34,0.0,0.0,1.49,Mortgage,Ready,24,624189,842309,1712,False,1.33,60.5
COMP001675,2023-02-01,2023,2,DEV0014,Select Group,Tier 2,Select Group Al Majaz Tower,Sharjah,Al Majaz,Villa,Luxury,3BR,46,6644.86,78.4,9.0,0.99,Cash,Off-Plan,31,172669,383689,373,False,1.51,59.4
COMP001676,2023-02-01,2023,2,DEV0006,Sobha Realty,Tier 1,Sobha Realty MBR City Gardens,Dubai,MBR City,Apartment,Luxury,4BR,43,8063.14,23.7,2.5,5.71,Construction-Linked,Off-Plan,1,408242,147219,11,False,0.69,72.4
COMP001677,2023-02-01,2023,2,DEV0007,Azizi Developments,Tier 2,Azizi Developments Discovery Gardens Gardens,Dubai,Discovery Gardens,Townhouse,Affordable,5BR+,167,523.97,65.6,27.4,2.75,Mortgage,Off-Plan,21,327863,1085219,914,False,0.25,88.1
COMP001678,2023-02-01,2023,2,DEV0020,Meydan Group,Tier 1,Meydan Group Al Barsha Gardens,Dubai,Al Barsha,Apartment,Affordable,2BR,209,797.79,22.5,47.0,1.4,Cash,Ready,9,491733,697550,4120,False,1.06,41.6
COMP001679,2023-02-01,2023,2,DEV0005,Meraas,Tier 1,Meraas Al Marjan Island Residences,Ras Al Khaimah,Al Marjan Island,Apartment,Luxury,1BR,109,5001.16,54.7,8.5,6.63,Mortgage,Off-Plan,7,590290,2364838,226,False,4.28,81.7
COMP001680,2023-02-01,2023,2,DEV0009,Binghatti,Tier 2,Binghatti Motor City Heights,Dubai,Motor City,Commercial,Premium,4BR,29,2539.99,72.5,4.2,0.98,Mortgage,Off-Plan,34,132019,317467,230,False,-0.59,65.3
COMP001681,2023-02-01,2023,2,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Yarmook Gardens,Sharjah,Al Yarmook,Penthouse,Mid-Market,1BR,81,1063.24,100.0,10.1,3.4,Post-Handover Payment Plan (PHPP),Ready,24,275210,5918,1633,False,2.32,82.3
COMP001682,2023-02-01,2023,2,DEV0016,Samana Developers,Tier 3,Samana Developers Meydan Park,Dubai,Meydan,Townhouse,Affordable,2BR,105,829.75,56.3,59.1,5.39,Cash,Ready,6,784863,37282,249,False,-0.06,51.9
COMP001683,2023-02-01,2023,2,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Rashidiya Heights,Ajman,Al Rashidiya,Plot,Premium,1BR,41,2529.51,63.6,2.0,4.08,Cash,Off-Plan,19,289372,1620089,224,False,0.94,49.3
COMP001684,2023-02-01,2023,2,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Meydan Tower,Dubai,Meydan,Plot,Premium,1BR,101,2746.66,47.8,9.7,3.08,Mortgage,Off-Plan,35,756374,33618,89,False,1.68,44.3
COMP001685,2023-02-01,2023,2,DEV0004,Nakheel,Tier 1,Nakheel Al Raha Beach Tower,Abu Dhabi,Al Raha Beach,Townhouse,Premium,3BR,151,3400.57,27.3,8.2,6.32,Cash,Off-Plan,15,232915,593106,636,False,0.65,78.4
COMP001686,2023-02-01,2023,2,DEV0017,Object 1,Tier 3,Object 1 Dubai Hills Estate Heights,Dubai,Dubai Hills Estate,Villa,Luxury,Studio,199,7502.4,55.2,18.3,4.47,Cash,Ready,31,162450,311032,1027,False,1.37,71.0
COMP001687,2023-02-01,2023,2,DEV0004,Nakheel,Tier 1,Nakheel MBR City Heights,Dubai,MBR City,Commercial,Mid-Market,2BR,30,1433.32,68.0,10.2,0.82,Mortgage,Off-Plan,23,175857,402854,1045,False,0.59,64.9
COMP001688,2023-02-01,2023,2,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Majaz Gardens,Sharjah,Al Majaz,Apartment,Affordable,2BR,79,426.98,100.0,26.3,1.5,Cash,Off-Plan,25,325289,183551,1080,False,-0.91,55.9
COMP001689,2023-02-01,2023,2,DEV0003,Aldar Properties,Tier 1,Aldar Properties Masdar City Residences,Abu Dhabi,Masdar City,Villa,Mid-Market,3BR,251,1698.24,40.9,102.7,2.5,Cash,Ready,30,800333,3052,1108,False,-0.45,56.1
COMP001690,2023-02-01,2023,2,DEV0006,Sobha Realty,Tier 1,Sobha Realty Palm Jumeirah Heights,Dubai,Palm Jumeirah,Villa,Premium,3BR,96,2394.16,16.0,5.1,3.94,Post-Handover Payment Plan (PHPP),Ready,29,607255,1550791,1762,False,-0.83,92.9
COMP001691,2023-02-01,2023,2,DEV0009,Binghatti,Tier 2,Binghatti Palm Jumeirah Residences,Dubai,Palm Jumeirah,Commercial,Mid-Market,3BR,44,1485.03,48.9,21.5,4.99,Post-Handover Payment Plan (PHPP),Off-Plan,16,2565458,215032,2726,False,-0.4,63.5
COMP001692,2023-02-01,2023,2,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Majaz Park,Sharjah,Al Majaz,Plot,Mid-Market,2BR,376,1835.38,85.4,321.1,4.13,Cash,Off-Plan,14,452118,251444,701,False,0.13,48.5
COMP001693,2023-02-01,2023,2,DEV0017,Object 1,Tier 3,Object 1 Al Nuaimiya Tower,Ajman,Al Nuaimiya,Villa,Premium,3BR,62,3119.33,76.6,23.7,1.67,Mortgage,Ready,10,2058094,834571,640,False,0.01,59.1
COMP001694,2023-02-01,2023,2,DEV0005,Meraas,Tier 1,Meraas Downtown Dubai Heights,Dubai,Downtown Dubai,Apartment,Premium,1BR,104,1866.71,68.3,35.5,1.97,Cash,Ready,10,230753,87887,1778,False,0.86,65.8
COMP001695,2023-02-01,2023,2,DEV0014,Select Group,Tier 2,Select Group Al Furjan Gardens,Dubai,Al Furjan,Apartment,Ultra-Luxury,2BR,264,22301.63,100.0,264.0,4.12,Deferred Payment,Off-Plan,26,184981,541410,2482,False,1.41,43.5
COMP001696,2023-02-01,2023,2,DEV0003,Aldar Properties,Tier 1,Aldar Properties JVC Residences,Dubai,JVC,Apartment,Mid-Market,1BR,463,1398.49,38.3,177.3,0.41,Cash,Ready,33,271190,2248131,1744,False,-0.06,67.4
COMP001697,2023-02-01,2023,2,DEV0008,Danube Properties,Tier 2,Danube Properties Al Reem Island Residences,Abu Dhabi,Al Reem Island,Penthouse,Premium,1BR,57,2839.04,43.4,24.7,5.76,Cash,Off-Plan,35,171145,957451,1219,False,0.9,58.9
COMP001698,2023-02-01,2023,2,DEV0015,Reportage Properties,Tier 3,Reportage Properties Arabian Ranches Gardens,Dubai,Arabian Ranches,Commercial,Premium,4BR,566,3194.99,48.5,137.3,4.54,Cash,Off-Plan,8,488363,93715,1091,False,-0.45,74.6
COMP001699,2023-02-01,2023,2,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Ghadeer Tower,Abu Dhabi,Al Ghadeer,Townhouse,Luxury,1BR,369,6056.81,97.9,40.1,5.05,Cash,Off-Plan,21,124220,486027,639,False,-1.94,88.0
COMP001700,2023-02-01,2023,2,DEV0001,Emaar Properties,Tier 1,Emaar Properties Dubai South Park,Dubai,Dubai South,Penthouse,Premium,2BR,337,3004.01,28.8,24.3,2.4,Post-Handover Payment Plan (PHPP),Ready,19,931870,150945,174,False,1.3,52.0
COMP001701,2023-02-01,2023,2,DEV0014,Select Group,Tier 2,Select Group Qidfa Park,Fujairah,Qidfa,Apartment,Mid-Market,2BR,571,1284.93,53.1,50.5,5.59,Post-Handover Payment Plan (PHPP),Off-Plan,28,79172,1030188,614,False,-1.36,72.1
COMP001702,2023-02-01,2023,2,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Dubai South Residences,Dubai,Dubai South,Villa,Premium,Studio,90,2693.44,47.0,42.3,1.97,Cash,Ready,25,4631867,306836,130,False,0.99,57.2
COMP001703,2023-02-01,2023,2,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Reem Island Residences,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,2BR,151,1272.24,34.0,51.3,4.55,Cash,Off-Plan,17,339060,92306,983,False,1.54,53.5
COMP001704,2023-02-01,2023,2,DEV0017,Object 1,Tier 3,Object 1 Al Reef Residences,Abu Dhabi,Al Reef,Villa,Affordable,1BR,36,889.31,76.7,13.8,5.07,Mortgage,Ready,14,1629659,237116,420,False,2.15,87.1
COMP001705,2023-02-01,2023,2,DEV0012,Tiger Properties,Tier 2,Tiger Properties Dubai Marina Heights,Dubai,Dubai Marina,Villa,Mid-Market,2BR,203,1261.64,86.7,176.0,1.61,Cash,Ready,30,127454,771171,1042,False,-0.69,71.5
COMP001706,2023-02-01,2023,2,DEV0008,Danube Properties,Tier 2,Danube Properties Business Bay Residences,Dubai,Business Bay,Villa,Luxury,2BR,75,7467.75,69.0,51.8,6.13,Cash,Ready,33,1519928,54446,207,False,0.82,92.7
COMP001707,2023-02-01,2023,2,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Sports City Heights,Dubai,Sports City,Apartment,Premium,3BR,34,2094.27,19.7,6.7,3.95,Cash,Ready,28,239924,21498,1659,False,-0.44,72.5
COMP001708,2023-02-01,2023,2,DEV0003,Aldar Properties,Tier 1,Aldar Properties Yas Island Tower,Abu Dhabi,Yas Island,Plot,Premium,4BR,153,2963.91,92.7,47.3,1.35,Deferred Payment,Off-Plan,29,870321,317303,854,False,-0.42,42.4
COMP001709,2023-02-01,2023,2,DEV0012,Tiger Properties,Tier 2,Tiger Properties Sports City Park,Dubai,Sports City,Plot,Affordable,Studio,144,879.74,8.5,1.0,5.47,Cash,Off-Plan,31,283464,257646,453,False,2.32,43.4
COMP001710,2023-02-01,2023,2,DEV0008,Danube Properties,Tier 2,Danube Properties Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Apartment,Premium,1BR,130,2726.32,65.9,85.7,3.58,Mortgage,Off-Plan,30,214843,1078588,90,False,-1.69,50.3
COMP001711,2023-02-01,2023,2,DEV0001,Emaar Properties,Tier 1,Emaar Properties Dubai Creek Harbour Tower,Dubai,Dubai Creek Harbour,Apartment,Premium,2BR,213,2184.19,66.7,15.8,5.19,Cash,Ready,1,168413,181992,404,False,2.7,80.4
COMP001712,2023-02-01,2023,2,DEV0011,RAK Properties,Tier 2,RAK Properties Al Reef Park,Abu Dhabi,Al Reef,Apartment,Affordable,Studio,124,896.9,84.9,35.1,2.71,Deferred Payment,Off-Plan,19,402311,1145565,2162,False,2.48,94.3
COMP001713,2023-02-01,2023,2,DEV0004,Nakheel,Tier 1,Nakheel Dubai Creek Harbour Residences,Dubai,Dubai Creek Harbour,Apartment,Affordable,4BR,404,696.01,62.8,253.7,5.65,Cash,Ready,11,291860,1021783,93,False,2.85,61.6
COMP001714,2023-02-01,2023,2,DEV0011,RAK Properties,Tier 2,RAK Properties Saadiyat Island Tower,Abu Dhabi,Saadiyat Island,Apartment,Premium,1BR,125,3330.88,58.2,6.6,0.45,Mortgage,Off-Plan,34,1040944,156057,311,False,1.43,62.1
COMP001715,2023-02-01,2023,2,DEV0005,Meraas,Tier 1,Meraas Meydan Tower,Dubai,Meydan,Villa,Premium,2BR,105,2157.6,46.2,24.3,2.85,Post-Handover Payment Plan (PHPP),Ready,5,665350,506208,1160,False,1.47,88.8
COMP001716,2023-02-01,2023,2,DEV0005,Meraas,Tier 1,Meraas JBR Heights,Dubai,JBR,Apartment,Mid-Market,3BR,180,1198.97,31.5,9.5,5.08,Mortgage,Ready,28,174395,12827,523,False,0.61,66.2
COMP001717,2023-02-01,2023,2,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Ghadeer Tower,Abu Dhabi,Al Ghadeer,Townhouse,Premium,3BR,63,3556.32,62.8,39.6,0.14,Cash,Off-Plan,24,910567,376324,176,False,4.22,46.2
COMP001718,2023-02-01,2023,2,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Yarmook Residences,Sharjah,Al Yarmook,Apartment,Affordable,1BR,455,1007.22,9.7,3.7,1.05,Post-Handover Payment Plan (PHPP),Ready,11,415834,515223,210,False,1.7,76.1
COMP001719,2023-02-01,2023,2,DEV0016,Samana Developers,Tier 3,Samana Developers Al Shamkha Park,Abu Dhabi,Al Shamkha,Plot,Premium,5BR+,34,3070.62,85.7,29.1,4.15,Cash,Ready,27,846929,187148,27,False,-1.86,64.9
COMP001720,2023-03-01,2023,3,DEV0005,Meraas,Tier 1,Meraas Al Majaz Gardens,Sharjah,Al Majaz,Apartment,Mid-Market,1BR,91,1083.37,70.1,63.8,4.4,Cash,Off-Plan,34,116089,683012,73,False,-1.57,77.1
COMP001721,2023-03-01,2023,3,DEV0016,Samana Developers,Tier 3,Samana Developers Yas Acres Residences,Abu Dhabi,Yas Acres,Studio,Mid-Market,3BR,99,1137.78,55.7,13.8,4.99,Post-Handover Payment Plan (PHPP),Off-Plan,19,189536,848347,513,False,-0.86,61.3
COMP001722,2023-03-01,2023,3,DEV0015,Reportage Properties,Tier 3,Reportage Properties DAMAC Hills Tower,Dubai,DAMAC Hills,Villa,Mid-Market,1BR,251,1658.16,64.2,80.6,4.13,Mortgage,Off-Plan,2,809649,57876,240,False,-2.13,45.0
COMP001723,2023-03-01,2023,3,DEV0020,Meydan Group,Tier 1,Meydan Group Al Furjan Park,Dubai,Al Furjan,Apartment,Mid-Market,3BR,134,1615.46,56.1,9.4,4.71,Post-Handover Payment Plan (PHPP),Ready,5,465904,494165,45,False,4.25,90.4
COMP001724,2023-03-01,2023,3,DEV0001,Emaar Properties,Tier 1,Emaar Properties Palm Jumeirah Heights,Dubai,Palm Jumeirah,Apartment,Luxury,3BR,122,4721.36,64.1,13.0,1.14,Mortgage,Off-Plan,31,368062,709678,882,False,-0.11,77.2
COMP001725,2023-03-01,2023,3,DEV0003,Aldar Properties,Tier 1,Aldar Properties Palm Jumeirah Gardens,Dubai,Palm Jumeirah,Apartment,Affordable,2BR,43,473.75,34.6,14.9,0.4,Post-Handover Payment Plan (PHPP),Off-Plan,12,326934,405351,1018,False,0.15,60.0
COMP001726,2023-03-01,2023,3,DEV0001,Emaar Properties,Tier 1,Emaar Properties Dubai Creek Harbour Park,Dubai,Dubai Creek Harbour,Commercial,Premium,2BR,152,3174.38,47.3,71.9,1.89,Cash,Off-Plan,12,145361,1246232,95,False,-4.5,85.9
COMP001727,2023-03-01,2023,3,DEV0009,Binghatti,Tier 2,Binghatti JVC Gardens,Dubai,JVC,Penthouse,Affordable,1BR,340,526.33,71.3,80.8,2.55,Mortgage,Off-Plan,20,2400380,28246,33,False,-0.19,80.9
COMP001728,2023-03-01,2023,3,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Furjan Park,Dubai,Al Furjan,Apartment,Affordable,1BR,258,805.81,63.6,54.7,5.83,Cash,Ready,11,692497,311064,182,False,-1.92,76.4
COMP001729,2023-03-01,2023,3,DEV0005,Meraas,Tier 1,Meraas JVC Tower,Dubai,JVC,Villa,Affordable,4BR,43,640.07,41.7,17.9,4.9,Cash,Ready,22,504427,103634,434,False,-1.07,46.8
COMP001730,2023-03-01,2023,3,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Raha Beach Residences,Abu Dhabi,Al Raha Beach,Apartment,Premium,1BR,432,3256.63,68.2,98.2,2.24,Cash,Ready,17,239235,165399,843,False,0.26,78.7
COMP001731,2023-03-01,2023,3,DEV0020,Meydan Group,Tier 1,Meydan Group Meydan Gardens,Dubai,Meydan,Villa,Premium,2BR,40,2953.16,37.1,4.9,2.69,Mortgage,Ready,28,148674,55865,361,False,1.05,67.9
COMP001732,2023-03-01,2023,3,DEV0017,Object 1,Tier 3,Object 1 Saadiyat Island Heights,Abu Dhabi,Saadiyat Island,Apartment,Premium,2BR,242,2402.13,69.5,84.1,2.16,Post-Handover Payment Plan (PHPP),Off-Plan,33,237172,821498,639,False,2.65,63.3
COMP001733,2023-03-01,2023,3,DEV0014,Select Group,Tier 2,Select Group Al Majaz Park,Sharjah,Al Majaz,Townhouse,Premium,3BR,124,3096.42,100.0,11.3,6.07,Mortgage,Ready,23,81190,358235,670,False,2.15,61.4
COMP001734,2023-03-01,2023,3,DEV0004,Nakheel,Tier 1,Nakheel Motor City Park,Dubai,Motor City,Apartment,Premium,1BR,116,2917.07,100.0,116.0,6.63,Mortgage,Ready,26,585859,1950026,717,False,-0.68,71.4
COMP001735,2023-03-01,2023,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Sports City Gardens,Dubai,Sports City,Studio,Luxury,2BR,85,5982.29,51.2,8.7,6.95,Mortgage,Off-Plan,17,248778,936519,203,False,-0.55,41.9
COMP001736,2023-03-01,2023,3,DEV0008,Danube Properties,Tier 2,Danube Properties Al Majaz Tower,Sharjah,Al Majaz,Apartment,Affordable,3BR,266,960.21,80.3,53.4,0.05,Cash,Off-Plan,32,775918,98389,1272,False,-1.08,79.4
COMP001737,2023-03-01,2023,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Reef Gardens,Abu Dhabi,Al Reef,Apartment,Affordable,1BR,452,698.37,73.0,82.5,0.75,Deferred Payment,Ready,8,601683,702409,107,False,2.77,88.6
COMP001738,2023-03-01,2023,3,DEV0004,Nakheel,Tier 1,Nakheel Dubai Marina Tower,Dubai,Dubai Marina,Apartment,Affordable,5BR+,197,591.72,39.8,26.1,1.51,Deferred Payment,Ready,9,498353,755694,142,False,1.17,55.1
COMP001739,2023-03-01,2023,3,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Reem Island Heights,Abu Dhabi,Al Reem Island,Apartment,Luxury,3BR,181,3916.81,79.3,71.8,4.59,Mortgage,Off-Plan,0,673727,302028,193,False,2.34,47.7
COMP001740,2023-03-01,2023,3,DEV0008,Danube Properties,Tier 2,Danube Properties Mina Al Arab Gardens,Ras Al Khaimah,Mina Al Arab,Villa,Affordable,Studio,91,678.3,66.0,60.1,5.46,Cash,Off-Plan,29,1652941,256914,158,False,0.07,40.0
COMP001741,2023-03-01,2023,3,DEV0014,Select Group,Tier 2,Select Group JBR Residences,Dubai,JBR,Apartment,Premium,4BR,30,3556.82,64.8,9.7,2.22,Mortgage,Ready,11,594386,389677,736,False,0.37,65.5
COMP001742,2023-03-01,2023,3,DEV0020,Meydan Group,Tier 1,Meydan Group Masdar City Heights,Abu Dhabi,Masdar City,Apartment,Premium,2BR,56,1900.6,82.4,23.1,1.24,Deferred Payment,Off-Plan,19,331239,299429,592,False,-2.29,74.9
COMP001743,2023-03-01,2023,3,DEV0015,Reportage Properties,Tier 3,Reportage Properties JVC Heights,Dubai,JVC,Plot,Affordable,1BR,296,760.65,92.1,38.9,2.36,Mortgage,Off-Plan,29,137844,158547,99,False,-2.33,89.5
COMP001744,2023-03-01,2023,3,DEV0003,Aldar Properties,Tier 1,Aldar Properties Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Villa,Premium,Studio,69,3266.85,61.5,14.1,5.02,Mortgage,Ready,21,319526,187936,1999,False,0.56,65.8
COMP001745,2023-03-01,2023,3,DEV0004,Nakheel,Tier 1,Nakheel JBR Gardens,Dubai,JBR,Villa,Mid-Market,4BR,104,1201.71,42.9,7.4,1.76,Cash,Off-Plan,30,3789743,1005877,8,False,0.18,66.7
COMP001746,2023-03-01,2023,3,DEV0016,Samana Developers,Tier 3,Samana Developers Business Bay Heights,Dubai,Business Bay,Apartment,Premium,2BR,80,2970.12,40.2,8.0,4.76,Cash,Off-Plan,17,294319,716112,548,False,-0.9,70.0
COMP001747,2023-03-01,2023,3,DEV0020,Meydan Group,Tier 1,Meydan Group Al Hamra Village Tower,Ras Al Khaimah,Al Hamra Village,Townhouse,Premium,2BR,44,3345.22,37.1,2.7,1.85,Post-Handover Payment Plan (PHPP),Off-Plan,19,569275,150567,225,False,1.51,48.2
COMP001748,2023-03-01,2023,3,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai Hills Estate Residences,Dubai,Dubai Hills Estate,Apartment,Premium,3BR,60,1973.3,0.0,0.0,5.05,Mortgage,Off-Plan,14,929366,1390851,1643,False,2.45,86.7
COMP001749,2023-03-01,2023,3,DEV0001,Emaar Properties,Tier 1,Emaar Properties Yas Island Park,Abu Dhabi,Yas Island,Villa,Premium,1BR,117,1981.94,30.4,4.4,3.23,Mortgage,Off-Plan,32,443940,422823,453,False,-1.07,51.3
COMP001750,2023-03-01,2023,3,DEV0017,Object 1,Tier 3,Object 1 Downtown Dubai Park,Dubai,Downtown Dubai,Apartment,Premium,2BR,231,2108.16,68.8,79.5,0.83,Construction-Linked,Off-Plan,9,253259,701645,1532,False,3.68,62.1
COMP001751,2023-03-01,2023,3,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Majaz Tower,Sharjah,Al Majaz,Villa,Mid-Market,2BR,44,1856.12,49.6,7.3,6.48,Cash,Off-Plan,17,307700,1872842,706,False,2.36,46.4
COMP001752,2023-03-01,2023,3,DEV0008,Danube Properties,Tier 2,Danube Properties Dubai Marina Tower,Dubai,Dubai Marina,Villa,Premium,2BR,53,2380.11,84.8,44.9,4.58,Cash,Off-Plan,33,167140,602750,1200,False,1.54,41.3
COMP001753,2023-03-01,2023,3,DEV0005,Meraas,Tier 1,Meraas Yas Acres Gardens,Abu Dhabi,Yas Acres,Townhouse,Luxury,1BR,76,5768.4,50.7,38.5,3.58,Post-Handover Payment Plan (PHPP),Ready,5,213428,524116,562,False,2.16,67.6
COMP001754,2023-03-01,2023,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Reef Residences,Abu Dhabi,Al Reef,Apartment,Premium,2BR,112,3280.72,100.0,56.0,1.26,Cash,Ready,29,368907,402806,520,False,1.55,60.6
COMP001755,2023-03-01,2023,3,DEV0014,Select Group,Tier 2,Select Group Al Shamkha Residences,Abu Dhabi,Al Shamkha,Apartment,Mid-Market,4BR,84,1761.6,99.1,41.6,1.65,Cash,Off-Plan,6,357500,209068,714,False,-0.29,75.7
COMP001756,2023-04-01,2023,4,DEV0001,Emaar Properties,Tier 1,Emaar Properties Ajman Corniche Heights,Ajman,Ajman Corniche,Penthouse,Affordable,3BR,246,452.36,38.6,47.5,5.72,Cash,Off-Plan,32,144469,379471,214,False,0.51,94.9
COMP001757,2023-04-01,2023,4,DEV0020,Meydan Group,Tier 1,Meydan Group Corniche Heights,Abu Dhabi,Corniche,Plot,Premium,3BR,270,2565.33,45.5,20.5,3.98,Mortgage,Ready,21,72080,878741,1542,False,0.49,67.6
COMP001758,2023-04-01,2023,4,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Nahda Gardens,Sharjah,Al Nahda,Studio,Luxury,4BR,446,6373.09,72.4,80.7,0.74,Mortgage,Off-Plan,13,152775,431944,625,False,-0.33,53.0
COMP001759,2023-04-01,2023,4,DEV0008,Danube Properties,Tier 2,Danube Properties Downtown Dubai Heights,Dubai,Downtown Dubai,Penthouse,Mid-Market,4BR,26,1524.41,42.9,11.2,3.11,Mortgage,Off-Plan,18,689051,564327,1419,False,0.19,47.9
COMP001760,2023-04-01,2023,4,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Nahda Residences,Sharjah,Al Nahda,Penthouse,Premium,2BR,110,2081.92,49.6,27.3,2.06,Deferred Payment,Ready,17,163960,52487,700,False,2.25,92.2
COMP001761,2023-04-01,2023,4,DEV0014,Select Group,Tier 2,Select Group Mirbah Tower,Fujairah,Mirbah,Apartment,Premium,1BR,265,2268.98,42.7,56.6,6.18,Mortgage,Off-Plan,25,140273,1115843,769,False,1.18,71.2
COMP001762,2023-04-01,2023,4,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Dhait Gardens,Ras Al Khaimah,Al Dhait,Apartment,Premium,2BR,40,3600.47,8.8,3.5,2.73,Construction-Linked,Off-Plan,12,629776,414474,615,False,0.44,74.0
COMP001763,2023-04-01,2023,4,DEV0003,Aldar Properties,Tier 1,Aldar Properties MBR City Gardens,Dubai,MBR City,Villa,Mid-Market,3BR,25,1403.76,59.7,14.9,3.34,Mortgage,Off-Plan,34,233210,280887,848,False,-1.07,84.6
COMP001764,2023-04-01,2023,4,DEV0017,Object 1,Tier 3,Object 1 Dubai Marina Residences,Dubai,Dubai Marina,Commercial,Mid-Market,2BR,385,1388.31,71.4,274.9,2.93,Mortgage,Off-Plan,10,1214534,306476,2812,False,3.78,63.9
COMP001765,2023-04-01,2023,4,DEV0012,Tiger Properties,Tier 2,Tiger Properties Dubai South Tower,Dubai,Dubai South,Apartment,Premium,1BR,107,2549.83,56.0,20.0,4.44,Mortgage,Off-Plan,10,2178441,471082,114,False,4.39,76.7
COMP001766,2023-04-01,2023,4,DEV0003,Aldar Properties,Tier 1,Aldar Properties Al Taawun Park,Sharjah,Al Taawun,Villa,Mid-Market,Studio,82,1117.88,35.7,2.3,5.96,Mortgage,Ready,26,197023,31566,184,False,-0.17,54.1
COMP001767,2023-04-01,2023,4,DEV0017,Object 1,Tier 3,Object 1 Palm Jumeirah Heights,Dubai,Palm Jumeirah,Apartment,Mid-Market,3BR,26,1608.94,64.3,3.3,0.93,Construction-Linked,Off-Plan,9,655479,291894,59,False,1.42,89.4
COMP001768,2023-04-01,2023,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim MBR City Residences,Dubai,MBR City,Apartment,Premium,3BR,279,3413.57,84.2,117.5,5.05,Cash,Ready,29,731055,316281,194,False,-1.29,87.7
COMP001769,2023-04-01,2023,4,DEV0017,Object 1,Tier 3,Object 1 Al Reef Residences,Abu Dhabi,Al Reef,Commercial,Affordable,2BR,216,780.44,54.8,59.2,0.58,Post-Handover Payment Plan (PHPP),Ready,16,441539,452455,71,False,3.2,72.1
COMP001770,2023-04-01,2023,4,DEV0017,Object 1,Tier 3,Object 1 Dubai Hills Estate Park,Dubai,Dubai Hills Estate,Townhouse,Luxury,3BR,149,5970.52,72.6,54.1,4.18,Cash,Off-Plan,17,505853,1541310,2872,False,-1.39,76.6
COMP001771,2023-04-01,2023,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim JBR Park,Dubai,JBR,Apartment,Affordable,2BR,131,900.04,36.4,4.8,0.34,Mortgage,Ready,11,903093,118870,581,False,-1.05,49.6
COMP001772,2023-04-01,2023,4,DEV0001,Emaar Properties,Tier 1,Emaar Properties Al Marjan Island Heights,Ras Al Khaimah,Al Marjan Island,Townhouse,Premium,3BR,361,3198.44,0.0,0.0,2.26,Cash,Off-Plan,19,981773,1917,877,False,2.87,85.3
COMP001773,2023-04-01,2023,4,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Sports City Heights,Dubai,Sports City,Commercial,Mid-Market,Studio,56,1539.66,91.0,51.0,5.5,Post-Handover Payment Plan (PHPP),Ready,5,477053,452850,2152,False,0.69,67.0
